"TNAME"	"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"NUMOCC"	"otufin"	"otufin2"
"PLANORBIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"PLANORBIDAE"	NA	NA	NA	NA	NA	462	"PLANORBIDAE"	"PLANORBIDAE"
"HYDROBIIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"NEOTAENIOGLOSSA"	NA	NA	NA	"HYDROBIIDAE"	NA	NA	NA	NA	NA	165	"HYDROBIIDAE"	"NEOTAENIOGLOSSA"
"PLEUROCERIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"NEOTAENIOGLOSSA"	NA	NA	NA	"PLEUROCERIDAE"	NA	NA	NA	NA	NA	167	"NEOTAENIOGLOSSA"	"NEOTAENIOGLOSSA"
"GASTROPODA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	"GASTROPODA"	NA
"PROSTOMA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"NEMERTEA"	NA	NA	NA	"ENOPLA"	NA	NA	NA	"HOPLONEMERTEA"	"MONOSTILIFERA"	NA	NA	"TETRASTEMMATIDAE"	NA	NA	NA	"PROSTOMA"	NA	149	NA	NA
"POLYCELIS"	"BILATERIA"	"PROTOSTOMIA"	"PLATYZOA"	"PLATYHELMINTHES"	"RHABDITOPHORA"	NA	NA	"TREPAXONEMATA"	NA	NA	NA	"NEOOPHORA"	NA	NA	NA	"PLANARIIDAE"	NA	NA	NA	"POLYCELIS"	NA	404	"POLYCELIS"	"PLATYHELMINTHES"
"TREPAXONEMATA"	"BILATERIA"	"PROTOSTOMIA"	"PLATYZOA"	"PLATYHELMINTHES"	"RHABDITOPHORA"	NA	NA	"TREPAXONEMATA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	827	"PLATYHELMINTHES"	"PLATYHELMINTHES"
"HYDROZOA"	"RADIATA"	NA	NA	"CNIDARIA"	"MEDUSOZOA"	NA	NA	"HYDROZOA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78	NA	NA
"SPHAERIIDAE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SPHAERIIDAE"	NA	NA	NA	NA	NA	1060	NA	NA
"NEAVIPERLA.SUWALLIA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NEAVIPERLA"	"NEAVIPERLA.SUWALLIA"	312	NA	NA
