"","SiteName","SampleName","SampleDate","ThalwegDepth"
"256","09NEW2128","09NEW2128_19","2019-09-10 19:30:00.0000000",4.7244094488189
"257","08EAS2446","08EAS2446_19","2019-09-11 15:24:00.0000000",4.52755905511811
"258","08EAS2540","08EAS2540_19","2019-09-11 17:30:00.0000000",1.77165354330709
"259","09MID1744","09MID1744_19","2019-09-11 18:15:00.0000000",5.11811023622047
"260","08LAK2827","08LAK2827_19","2019-09-11 20:00:00.0000000",3.1496062992126
"261","07SFS011475","07SFS011475_19","2019-09-12 15:30:00.0000000",20.9645669291339
"262","09COV1165","09COV1165_19","2019-09-12 15:30:00.0000000",8.07086614173228
"263","07LMS093027","07LMS093027_19","2019-09-12 17:15:00.0000000",26.2795275590551
"264","07SFS011059","07SFS011059_19","2019-09-12 19:30:00.0000000",23.8188976377953
"265","08EVA3640","08EVA3640_19","2019-09-16 15:40:00.0000000",7.28346456692913
"266","08EAS2191","08EAS2191_19","2019-09-16 18:05:00.0000000",4.7244094488189
"267","08LIT2585","08LIT2585_19","2019-09-17 18:00:00.0000000",13.3858267716535
"268","08SAM2862","08SAM2862_19","2019-09-18 16:45:00.0000000",4.92125984251969
"269","08EAS2631","08EAS2631_19","2019-09-18 17:00:00.0000000",10.6299212598425
"270","08SAM3045","08SAM3045_19","2019-09-18 20:00:00.0000000",3.64173228346457
"271","08WES1037","08WES1037_19","2019-09-18 20:15:00.0000000",2.65748031496063
"272","08LAK3880","08LAK3880_19","2019-09-19 14:45:00.0000000",4.42913385826772
"273","07HAR070087","07HAR070087_19","2019-09-19 15:00:00.0000000",5.11811023622047
"274","09BLA0771","09BLA0771_19","2019-09-19 15:15:00.0000000",2.46062992125984
"275","09SOO1283","09SOO1283_19","2019-09-19 16:15:00.0000000",11.0236220472441
"276","09COV1418","09COV1418_19","2019-09-19 17:15:00.0000000",4.13385826771654
"277","07SFS009443","07SFS009443_19","2019-09-19 17:45:00.0000000",31.8897637795276
"278","09SOO1022","09SOO1022_19","2019-09-19 20:15:00.0000000",8.75984251968504
"279","08LAK3627","08LAK3627_19","2019-09-23 15:15:00.0000000",5.70866141732283
"280","08CED2433","08CED2433_19","2019-09-23 17:15:00.0000000",6.88976377952756
"281","08WES1490","08WES1490_19","2019-09-23 19:15:00.0000000",2.46062992125984
"282","09BLA0675","09BLA0675_19","2019-09-24 15:10:00.0000000",5.31496062992126
"283","09MIL0390","09MIL0390_19","2019-09-24 17:30:00.0000000",4.33070866141732
"284","08SAM0000","08SAM0000_19","2019-09-24 19:30:00.0000000",8.16929133858268
"285","09JEN1357","09JEN1357_19","2019-09-24 20:00:00.0000000",9.84251968503937
"286","07PAT228627","07PAT228627_19","2019-09-25 15:30:00.0000000",6.2992125984252
"287","08WES0629","08WES0629_19","2019-09-25 18:30:00.0000000",6.10236220472441
"288","09BLA0716","09BLA0716_19","2019-09-26 15:00:00.0000000",7.7755905511811
"289","09MID1537","09MID1537_19","2019-09-26 17:30:00.0000000",3.93700787401575
"290","09SOO1209","09SOO1209_19","2019-09-26 19:45:00.0000000",8.56299212598425
"291","VashShing","VashShin_19","2019-09-30 15:45:00.0000000",5.80708661417323
"292","09DEE2294","09DEE2294_19","2019-09-30 16:15:00.0000000",13.3858267716535
"293","VashChris","VashChris_19","2019-09-30 17:45:00.0000000",4.13385826771654
"294","28A","28A_19","2019-09-30 19:00:00.0000000",7.48031496062992
"295","09MID2426","09MID2426_19","2019-09-30 20:15:00.0000000",5.01968503937008
"296","08LIT2602","08LIT2602_19","2019-10-01 15:15:00.0000000",6.2992125984252
"297","08BEA3321","08BEA3321_19","2019-10-01 16:00:00.0000000",10.5314960629921
"298","08WES0903","08WES0903_19","2019-10-01 17:15:00.0000000",11.0236220472441
"299","08LIT2692","08LIT2692_19","2019-10-01 17:45:00.0000000",7.28346456692913
"300","08SAM1914","08SAM1914_19","2019-10-01 20:45:00.0000000",3.1496062992126
"301","07LNT075179","07LNT075179_19","2019-10-02 17:15:00.0000000",9.84251968503937
"302","09NEW2102","09NEW2102_19","2019-10-03 16:15:00.0000000",6.2007874015748
"303","08EAS2272","08EAS2272_19","2019-10-03 19:30:00.0000000",9.84251968503937
"304","09NEW2076","09NEW2076_19","2019-10-07 16:00:00.0000000",8.16929133858268
"305","08LIT2603","08LIT2603_19","2019-10-07 20:15:00.0000000",7.18503937007874
"306","08ISS4724","08ISS4724_19","2019-10-11 15:15:00.0000000",16.3385826771654
"307","08ISS3877","08ISS3877_20","2020-07-20 17:30:00.0000000",17.2244094488189
"308","08BEA3737","08BEA3737_20","2020-07-21 20:20:00.0000000",5.11811023622047
"309","09MIL0340","09MIL0340_20","2020-07-22 17:00:00.0000000",3.1496062992126
"310","09MIL0390","09MIL0390_20","2020-07-22 18:45:00.0000000",2.46062992125984
"311","09DUW0225","09DUW0225_20","2020-07-22 22:15:00.0000000",3.1496062992126
"312","09COV1165","09COV1165_20","2020-07-23 16:35:00.0000000",9.05511811023622
"313","09JEN1318","09JEN1318_20","2020-07-23 20:30:00.0000000",8.26771653543307
"314","09BLA0675","09BLA0675_20","2020-07-27 17:00:00.0000000",3.24803149606299
"315","08EAS2058","08EAS2058_20","2020-07-27 19:30:00.0000000",12.5
"316","09BLA0716","09BLA0716_20","2020-07-27 19:45:00.0000000",4.7244094488189
